,road_link_id,time_period,volume,travel_time
t1740,0,t1740,795.9562500000179,72.39043313229928
t1741,0,t1741,795.9562500000179,72.39043313229928
t1742,0,t1742,795.9562500000179,72.39043313229928
t1743,0,t1743,795.9562500000179,72.39043313229928
t1744,0,t1744,795.9562500000179,72.39043313229928
t1745,0,t1745,795.9562500000179,72.39043313229928
t1746,0,t1746,795.9562500000179,72.39043313229928
t1747,0,t1747,795.9562500000179,72.39043313229928
t1748,0,t1748,795.9562500000179,72.39043313229928
t1749,0,t1749,795.9562500000179,72.39043313229928
t1750,0,t1750,795.9562500000179,72.39043313229928
t1751,0,t1751,795.9562500000179,72.39043313229928
t1752,0,t1752,795.9562500000179,72.39043313229928
t1753,0,t1753,795.9562500000179,72.39043313229928
t1754,0,t1754,795.9562500000179,72.39043313229928
t1755,0,t1755,795.9562500000179,72.39043313229928
t1756,0,t1756,795.9562500000179,72.39043313229928
t1757,0,t1757,795.9562500000179,72.39043313229928
t1758,0,t1758,795.9562500000179,72.39043313229928
t1759,0,t1759,795.9562500000179,72.39043313229928
t1760,0,t1760,795.9562500000179,72.39043313229928
t1761,0,t1761,795.9562500000179,72.39043313229928
t1762,0,t1762,795.9562500000179,72.39043313229928
t1763,0,t1763,795.9562500000179,72.39043313229928
t1764,0,t1764,795.9562500000179,72.39043313229928
t1765,0,t1765,795.9562500000179,72.39043313229928
t1766,0,t1766,795.9562500000179,72.39043313229928
t1767,0,t1767,795.9562500000179,72.39043313229928
t1768,0,t1768,795.9562500000179,72.39043313229928
t1769,0,t1769,795.9562500000179,72.39043313229928
t1770,0,t1770,795.9562500000179,72.39043313229928
t1771,0,t1771,795.9562500000179,72.39043313229928
t1772,0,t1772,795.9562500000179,72.39043313229928
t1773,0,t1773,795.9562500000179,72.39043313229928
t1774,0,t1774,795.9562500000179,72.39043313229928
t1775,0,t1775,795.9562500000179,72.39043313229928
t1776,0,t1776,795.9562500000179,72.39043313229928
t1777,0,t1777,795.9562500000179,72.39043313229928
t1778,0,t1778,795.9562500000179,72.39043313229928
t1779,0,t1779,795.9562500000179,72.39043313229928
t1780,0,t1780,795.9562500000179,72.39043313229928
t1781,0,t1781,795.9562500000179,72.39043313229928
t1782,0,t1782,795.9562500000179,72.39043313229928
t1783,0,t1783,795.9562500000179,72.39043313229928
t1784,0,t1784,795.9562500000179,72.39043313229928
t1785,0,t1785,795.9562500000179,72.39043313229928
t1786,0,t1786,795.9562500000179,72.39043313229928
t1787,0,t1787,795.9562500000179,72.39043313229928
t1788,0,t1788,795.9562500000179,72.39043313229928
t1789,0,t1789,795.9562500000179,72.39043313229928
t1790,0,t1790,795.9562500000179,72.39043313229928
t1791,0,t1791,795.9562500000179,72.39043313229928
t1792,0,t1792,795.9562500000179,72.39043313229928
t1793,0,t1793,795.9562500000179,72.39043313229928
t1794,0,t1794,795.9562500000179,72.39043313229928
t1795,0,t1795,795.9562500000179,72.39043313229928
t1796,0,t1796,795.9562500000179,72.39043313229928
t1797,0,t1797,795.9562500000179,72.39043313229928
t1798,0,t1798,795.9562500000179,72.39043313229928
t1799,0,t1799,795.9562500000179,72.39043313229928
t1800,0,t1800,795.9562500000179,72.39043313229928
t1801,0,t1801,795.9562500000179,72.39043313229928
t1802,0,t1802,795.9562500000179,72.39043313229928
t1803,0,t1803,795.9562500000179,72.39043313229928
t1804,0,t1804,795.9562500000179,72.39043313229928
t1805,0,t1805,795.9562500000179,72.39043313229928
t1806,0,t1806,795.9562500000179,72.39043313229928
t1807,0,t1807,795.9562500000179,72.39043313229928
t1808,0,t1808,795.9562500000179,72.39043313229928
t1809,0,t1809,795.9562500000179,72.39043313229928
t1810,0,t1810,795.9562500000179,72.39043313229928
t1811,0,t1811,795.9562500000179,72.39043313229928
t1812,0,t1812,795.9562500000179,72.39043313229928
t1813,0,t1813,795.9562500000179,72.39043313229928
t1814,0,t1814,795.9562500000179,72.39043313229928
t1815,0,t1815,795.9562500000179,72.39043313229928
t1816,0,t1816,795.9562500000179,72.39043313229928
t1817,0,t1817,795.9562500000179,72.39043313229928
t1818,0,t1818,795.9562500000179,72.39043313229928
t1819,0,t1819,795.9562500000179,72.39043313229928
t1820,0,t1820,795.9562500000179,72.39043313229928
t1821,0,t1821,795.9562500000179,72.39043313229928
t1822,0,t1822,795.9562500000179,72.39043313229928
t1823,0,t1823,795.9562500000179,72.39043313229928
t1824,0,t1824,795.9562500000179,72.39043313229928
t1825,0,t1825,795.9562500000179,72.39043313229928
t1826,0,t1826,795.9562500000179,72.39043313229928
t1827,0,t1827,795.9562500000179,72.39043313229928
t1828,0,t1828,795.9562500000179,72.39043313229928
t1829,0,t1829,795.9562500000179,72.39043313229928
t1830,0,t1830,795.9562500000179,72.39043313229928
t1831,0,t1831,795.9562500000179,72.39043313229928
t1832,0,t1832,795.9562500000179,72.39043313229928
t1833,0,t1833,795.9562500000179,72.39043313229928
t1834,0,t1834,795.9562500000179,72.39043313229928
t1835,0,t1835,795.9562500000179,72.39043313229928
t1836,0,t1836,795.9562500000179,72.39043313229928
t1837,0,t1837,795.9562500000179,72.39043313229928
t1838,0,t1838,795.9562500000179,72.39043313229928
t1839,0,t1839,795.9562500000179,72.39043313229928
t1840,0,t1840,795.9562500000179,72.39043313229928
t1841,0,t1841,795.9562500000179,72.39043313229928
t1842,0,t1842,795.9562500000179,72.39043313229928
t1843,0,t1843,795.9562500000179,72.39043313229928
t1844,0,t1844,795.9562500000179,72.39043313229928
t1845,0,t1845,795.9562500000179,72.39043313229928
t1846,0,t1846,795.9562500000179,72.39043313229928
t1847,0,t1847,795.9562500000179,72.39043313229928
t1848,0,t1848,795.9562500000179,72.39043313229928
t1849,0,t1849,795.9562500000179,72.39043313229928
t1850,0,t1850,795.9562500000179,72.39043313229928
t1851,0,t1851,795.9562500000179,72.39043313229928
t1852,0,t1852,795.9562500000179,72.39043313229928
t1853,0,t1853,795.9562500000179,72.39043313229928
t1854,0,t1854,795.9562500000179,72.39043313229928
t1855,0,t1855,795.9562500000179,72.39043313229928
t1856,0,t1856,795.9562500000179,72.39043313229928
t1857,0,t1857,795.9562500000179,72.39043313229928
t1858,0,t1858,795.9562500000179,72.39043313229928
t1859,0,t1859,795.9562500000179,72.39043313229928
t1860,0,t1860,795.9562500000179,72.39043313229928
t1861,0,t1861,795.9562500000179,72.39043313229928
t1862,0,t1862,795.9562500000179,72.39043313229928
t1863,0,t1863,795.9562500000179,72.39043313229928
t1864,0,t1864,795.9562500000179,72.39043313229928
t1865,0,t1865,795.9562500000179,72.39043313229928
t1866,0,t1866,795.9562500000179,72.39043313229928
t1867,0,t1867,795.9562500000179,72.39043313229928
t1868,0,t1868,795.9562500000179,72.39043313229928
t1869,0,t1869,795.9562500000179,72.39043313229928
t1870,0,t1870,795.9562500000179,72.39043313229928
t1871,0,t1871,795.9562500000179,72.39043313229928
t1872,0,t1872,795.9562500000179,72.39043313229928
t1873,0,t1873,795.9562500000179,72.39043313229928
t1874,0,t1874,795.9562500000179,72.39043313229928
t1875,0,t1875,795.9562500000179,72.39043313229928
t1876,0,t1876,795.9562500000179,72.39043313229928
t1877,0,t1877,795.9562500000179,72.39043313229928
t1878,0,t1878,795.9562500000179,72.39043313229928
t1879,0,t1879,795.9562500000179,72.39043313229928
t1880,0,t1880,795.9562500000179,72.39043313229928
t1881,0,t1881,795.9562500000179,72.39043313229928
t1882,0,t1882,795.9562500000179,72.39043313229928
t1883,0,t1883,795.9562500000179,72.39043313229928
t1884,0,t1884,795.9562500000179,72.39043313229928
t1885,0,t1885,795.9562500000179,72.39043313229928
t1886,0,t1886,795.9562500000179,72.39043313229928
t1887,0,t1887,795.9562500000179,72.39043313229928
t1888,0,t1888,795.9562500000179,72.39043313229928
t1889,0,t1889,795.9562500000179,72.39043313229928
t1890,0,t1890,795.9562500000179,72.39043313229928
t1891,0,t1891,795.9562500000179,72.39043313229928
t1892,0,t1892,795.9562500000179,72.39043313229928
t1893,0,t1893,795.9562500000179,72.39043313229928
t1894,0,t1894,795.9562500000179,72.39043313229928
t1895,0,t1895,795.9562500000179,72.39043313229928
t1896,0,t1896,795.9562500000179,72.39043313229928
t1897,0,t1897,795.9562500000179,72.39043313229928
t1898,0,t1898,795.9562500000179,72.39043313229928
t1899,0,t1899,795.9562500000179,72.39043313229928
t1900,0,t1900,795.9562500000179,72.39043313229928
t1901,0,t1901,795.9562500000179,72.39043313229928
t1902,0,t1902,795.9562500000179,72.39043313229928
t1903,0,t1903,795.9562500000179,72.39043313229928
t1904,0,t1904,795.9562500000179,72.39043313229928
t1905,0,t1905,795.9562500000179,72.39043313229928
t1906,0,t1906,795.9562500000179,72.39043313229928
t1907,0,t1907,795.9562500000179,72.39043313229928
t1908,0,t1908,795.9562500000179,72.39043313229928
t1909,0,t1909,795.9562500000179,72.39043313229928
t1910,0,t1910,795.9562500000179,72.39043313229928
t1911,0,t1911,795.9562500000179,72.39043313229928
t1912,0,t1912,795.9562500000179,72.39043313229928
t1913,0,t1913,795.9562500000179,72.39043313229928
t1914,0,t1914,795.9562500000179,72.39043313229928
t1915,0,t1915,795.9562500000179,72.39043313229928
t1916,0,t1916,795.9562500000179,72.39043313229928
t1917,0,t1917,795.9562500000179,72.39043313229928
t1918,0,t1918,795.9562500000179,72.39043313229928
t1919,0,t1919,795.9562500000179,72.39043313229928
t1920,0,t1920,795.9562500000179,72.39043313229928
t1921,0,t1921,795.9562500000179,72.39043313229928
t1922,0,t1922,795.9562500000179,72.39043313229928
t1923,0,t1923,795.9562500000179,72.39043313229928
t1924,0,t1924,795.9562500000179,72.39043313229928
t1925,0,t1925,795.9562500000179,72.39043313229928
t1926,0,t1926,795.9562500000179,72.39043313229928
t1927,0,t1927,795.9562500000179,72.39043313229928
t1928,0,t1928,795.9562500000179,72.39043313229928
t1929,0,t1929,795.9562500000179,72.39043313229928
t1930,0,t1930,795.9562500000179,72.39043313229928
t1931,0,t1931,795.9562500000179,72.39043313229928
t1932,0,t1932,795.9562500000179,72.39043313229928
t1933,0,t1933,795.9562500000179,72.39043313229928
t1934,0,t1934,795.9562500000179,72.39043313229928
t1935,0,t1935,795.9562500000179,72.39043313229928
t1936,0,t1936,795.9562500000179,72.39043313229928
t1937,0,t1937,795.9562500000179,72.39043313229928
t1938,0,t1938,795.9562500000179,72.39043313229928
t1939,0,t1939,795.9562500000179,72.39043313229928
t1940,0,t1940,795.9562500000179,72.39043313229928
t1941,0,t1941,795.9562500000179,72.39043313229928
t1942,0,t1942,795.9562500000179,72.39043313229928
t1943,0,t1943,795.9562500000179,72.39043313229928
t1944,0,t1944,795.9562500000179,72.39043313229928
t1945,0,t1945,795.9562500000179,72.39043313229928
t1946,0,t1946,795.9562500000179,72.39043313229928
t1947,0,t1947,795.9562500000179,72.39043313229928
t1948,0,t1948,795.9562500000179,72.39043313229928
t1949,0,t1949,795.9562500000179,72.39043313229928
t1950,0,t1950,795.9562500000179,72.39043313229928
t1951,0,t1951,795.9562500000179,72.39043313229928
t1952,0,t1952,795.9562500000179,72.39043313229928
t1953,0,t1953,795.9562500000179,72.39043313229928
t1954,0,t1954,795.9562500000179,72.39043313229928
t1955,0,t1955,795.9562500000179,72.39043313229928
t1956,0,t1956,795.9562500000179,72.39043313229928
t1957,0,t1957,795.9562500000179,72.39043313229928
t1958,0,t1958,795.9562500000179,72.39043313229928
t1959,0,t1959,795.9562500000179,72.39043313229928
t1960,0,t1960,795.9562500000179,72.39043313229928
t1961,0,t1961,795.9562500000179,72.39043313229928
t1962,0,t1962,795.9562500000179,72.39043313229928
t1963,0,t1963,795.9562500000179,72.39043313229928
t1964,0,t1964,795.9562500000179,72.39043313229928
t1965,0,t1965,795.9562500000179,72.39043313229928
t1966,0,t1966,795.9562500000179,72.39043313229928
t1967,0,t1967,795.9562500000179,72.39043313229928
t1968,0,t1968,795.9562500000179,72.39043313229928
t1969,0,t1969,795.9562500000179,72.39043313229928
t1970,0,t1970,795.9562500000179,72.39043313229928
t1971,0,t1971,795.9562500000179,72.39043313229928
t1972,0,t1972,795.9562500000179,72.39043313229928
t1973,0,t1973,795.9562500000179,72.39043313229928
t1974,0,t1974,795.9562500000179,72.39043313229928
t1975,0,t1975,795.9562500000179,72.39043313229928
t1976,0,t1976,795.9562500000179,72.39043313229928
t1977,0,t1977,795.9562500000179,72.39043313229928
t1978,0,t1978,795.9562500000179,72.39043313229928
t1979,0,t1979,795.9562500000179,72.39043313229928
t1980,0,t1980,795.9562500000179,72.39043313229928
t1981,0,t1981,795.9562500000179,72.39043313229928
t1982,0,t1982,795.9562500000179,72.39043313229928
t1983,0,t1983,795.9562500000179,72.39043313229928
t1984,0,t1984,795.9562500000179,72.39043313229928
t1985,0,t1985,795.9562500000179,72.39043313229928
t1986,0,t1986,795.9562500000179,72.39043313229928
t1987,0,t1987,795.9562500000179,72.39043313229928
t1988,0,t1988,795.9562500000179,72.39043313229928
t1989,0,t1989,795.9562500000179,72.39043313229928
t1990,0,t1990,795.9562500000179,72.39043313229928
t1991,0,t1991,795.9562500000179,72.39043313229928
t1992,0,t1992,795.9562500000179,72.39043313229928
t1993,0,t1993,795.9562500000179,72.39043313229928
t1994,0,t1994,795.9562500000179,72.39043313229928
t1995,0,t1995,795.9562500000179,72.39043313229928
t1996,0,t1996,795.9562500000179,72.39043313229928
t1997,0,t1997,795.9562500000179,72.39043313229928
t1998,0,t1998,795.9562500000179,72.39043313229928
t1999,0,t1999,795.9562500000179,72.39043313229928
t2000,0,t2000,795.9562500000179,72.39043313229928
t2001,0,t2001,795.9562500000179,72.39043313229928
t2002,0,t2002,795.9562500000179,72.39043313229928
t2003,0,t2003,795.9562500000179,72.39043313229928
t2004,0,t2004,795.9562500000179,72.39043313229928
t2005,0,t2005,795.9562500000179,72.39043313229928
t2006,0,t2006,795.9562500000179,72.39043313229928
t2007,0,t2007,795.9562500000179,72.39043313229928
t2008,0,t2008,795.9562500000179,72.39043313229928
t2009,0,t2009,795.9562500000179,72.39043313229928
t2010,0,t2010,795.9562500000179,72.39043313229928
t2011,0,t2011,795.9562500000179,72.39043313229928
t2012,0,t2012,795.9562500000179,72.39043313229928
t2013,0,t2013,795.9562500000179,72.39043313229928
t2014,0,t2014,795.9562500000179,72.39043313229928
t2015,0,t2015,795.9562500000179,72.39043313229928
t2016,0,t2016,795.9562500000179,72.39043313229928
t2017,0,t2017,795.9562500000179,72.39043313229928
t2018,0,t2018,795.9562500000179,72.39043313229928
t2019,0,t2019,795.9562500000179,72.39043313229928
t2020,0,t2020,795.9562500000179,72.39043313229928
t2021,0,t2021,795.9562500000179,72.39043313229928
t2022,0,t2022,795.9562500000179,72.39043313229928
t2023,0,t2023,795.9562500000179,72.39043313229928
t2024,0,t2024,795.9562500000179,72.39043313229928
t2025,0,t2025,795.9562500000179,72.39043313229928
t2026,0,t2026,795.9562500000179,72.39043313229928
t2027,0,t2027,795.9562500000179,72.39043313229928
t2028,0,t2028,795.9562500000179,72.39043313229928
t2029,0,t2029,795.9562500000179,72.39043313229928
t2030,0,t2030,795.9562500000179,72.39043313229928
t2031,0,t2031,795.9562500000179,72.39043313229928
t2032,0,t2032,795.9562500000179,72.39043313229928
t2033,0,t2033,795.9562500000179,72.39043313229928
t2034,0,t2034,795.9562500000179,72.39043313229928
t2035,0,t2035,795.9562500000179,72.39043313229928
t2036,0,t2036,795.9562500000179,72.39043313229928
t2037,0,t2037,795.9562500000179,72.39043313229928
t2038,0,t2038,795.9562500000179,72.39043313229928
t2039,0,t2039,795.9562500000179,72.39043313229928
t2040,0,t2040,795.9562500000179,72.39043313229928
t2041,0,t2041,795.9562500000179,72.39043313229928
t2042,0,t2042,795.9562500000179,72.39043313229928
t2043,0,t2043,795.9562500000179,72.39043313229928
t2044,0,t2044,795.9562500000179,72.39043313229928
t2045,0,t2045,795.9562500000179,72.39043313229928
t2046,0,t2046,795.9562500000179,72.39043313229928
t2047,0,t2047,795.9562500000179,72.39043313229928
t2048,0,t2048,795.9562500000179,72.39043313229928
t2049,0,t2049,795.9562500000179,72.39043313229928
t2050,0,t2050,795.9562500000179,72.39043313229928
t2051,0,t2051,795.9562500000179,72.39043313229928
t2052,0,t2052,795.9562500000179,72.39043313229928
t2053,0,t2053,795.9562500000179,72.39043313229928
t2054,0,t2054,795.9562500000179,72.39043313229928
t2055,0,t2055,795.9562500000179,72.39043313229928
t2056,0,t2056,795.9562500000179,72.39043313229928
t2057,0,t2057,795.9562500000179,72.39043313229928
t2058,0,t2058,795.9562500000179,72.39043313229928
t2059,0,t2059,795.9562500000179,72.39043313229928
t2060,0,t2060,795.9562500000179,72.39043313229928
t2061,0,t2061,795.9562500000179,72.39043313229928
t2062,0,t2062,795.9562500000179,72.39043313229928
t2063,0,t2063,795.9562500000179,72.39043313229928
t2064,0,t2064,795.9562500000179,72.39043313229928
t2065,0,t2065,795.9562500000179,72.39043313229928
t2066,0,t2066,795.9562500000179,72.39043313229928
t2067,0,t2067,795.9562500000179,72.39043313229928
t2068,0,t2068,795.9562500000179,72.39043313229928
t2069,0,t2069,795.9562500000179,72.39043313229928
t2070,0,t2070,795.9562500000179,72.39043313229928
t2071,0,t2071,795.9562500000179,72.39043313229928
t2072,0,t2072,795.9562500000179,72.39043313229928
t2073,0,t2073,795.9562500000179,72.39043313229928
t2074,0,t2074,795.9562500000179,72.39043313229928
t2075,0,t2075,795.9562500000179,72.39043313229928
t2076,0,t2076,795.9562500000179,72.39043313229928
t2077,0,t2077,795.9562500000179,72.39043313229928
t2078,0,t2078,795.9562500000179,72.39043313229928
t2079,0,t2079,795.9562500000179,72.39043313229928
t2080,0,t2080,795.9562500000179,72.39043313229928
t2081,0,t2081,795.9562500000179,72.39043313229928
t2082,0,t2082,795.9562500000179,72.39043313229928
t2083,0,t2083,795.9562500000179,72.39043313229928
t2084,0,t2084,795.9562500000179,72.39043313229928
t2085,0,t2085,795.9562500000179,72.39043313229928
t2086,0,t2086,795.9562500000179,72.39043313229928
t2087,0,t2087,795.9562500000179,72.39043313229928
t2088,0,t2088,795.9562500000179,72.39043313229928
t2089,0,t2089,795.9562500000179,72.39043313229928
t2090,0,t2090,795.9562500000179,72.39043313229928
t2091,0,t2091,795.9562500000179,72.39043313229928
t2092,0,t2092,795.9562500000179,72.39043313229928
t2093,0,t2093,795.9562500000179,72.39043313229928
t2094,0,t2094,795.9562500000179,72.39043313229928
t2095,0,t2095,795.9562500000179,72.39043313229928
t2096,0,t2096,795.9562500000179,72.39043313229928
t2097,0,t2097,795.9562500000179,72.39043313229928
t2098,0,t2098,795.9562500000179,72.39043313229928
t2099,0,t2099,795.9562500000179,72.39043313229928
t2100,0,t2100,795.9562500000179,72.39043313229928
t2101,0,t2101,795.9562500000179,72.39043313229928
t2102,0,t2102,795.9562500000179,72.39043313229928
t2103,0,t2103,795.9562500000179,72.39043313229928
t2104,0,t2104,795.9562500000179,72.39043313229928
t2105,0,t2105,795.9562500000179,72.39043313229928
t2106,0,t2106,795.9562500000179,72.39043313229928
t2107,0,t2107,795.9562500000179,72.39043313229928
t2108,0,t2108,795.9562500000179,72.39043313229928
t2109,0,t2109,795.9562500000179,72.39043313229928
t2110,0,t2110,795.9562500000179,72.39043313229928
t2111,0,t2111,795.9562500000179,72.39043313229928
t2112,0,t2112,795.9562500000179,72.39043313229928
t2113,0,t2113,795.9562500000179,72.39043313229928
t2114,0,t2114,795.9562500000179,72.39043313229928
t2115,0,t2115,795.9562500000179,72.39043313229928
t2116,0,t2116,795.9562500000179,72.39043313229928
t2117,0,t2117,795.9562500000179,72.39043313229928
t2118,0,t2118,795.9562500000179,72.39043313229928
t2119,0,t2119,795.9562500000179,72.39043313229928
t2120,0,t2120,795.9562500000179,72.39043313229928
t2121,0,t2121,795.9562500000179,72.39043313229928
t2122,0,t2122,795.9562500000179,72.39043313229928
t2123,0,t2123,795.9562500000179,72.39043313229928
t2124,0,t2124,795.9562500000179,72.39043313229928
t2125,0,t2125,795.9562500000179,72.39043313229928
t2126,0,t2126,795.9562500000179,72.39043313229928
t2127,0,t2127,795.9562500000179,72.39043313229928
t2128,0,t2128,795.9562500000179,72.39043313229928
t2129,0,t2129,795.9562500000179,72.39043313229928
t2130,0,t2130,795.9562500000179,72.39043313229928
t2131,0,t2131,795.9562500000179,72.39043313229928
t2132,0,t2132,795.9562500000179,72.39043313229928
t2133,0,t2133,795.9562500000179,72.39043313229928
t2134,0,t2134,795.9562500000179,72.39043313229928
t2135,0,t2135,795.9562500000179,72.39043313229928
t2136,0,t2136,795.9562500000179,72.39043313229928
t2137,0,t2137,795.9562500000179,72.39043313229928
t2138,0,t2138,795.9562500000179,72.39043313229928
t2139,0,t2139,795.9562500000179,72.39043313229928
t2140,0,t2140,795.9562500000179,72.39043313229928
t2141,0,t2141,795.9562500000179,72.39043313229928
t2142,0,t2142,795.9562500000179,72.39043313229928
t2143,0,t2143,795.9562500000179,72.39043313229928
t2144,0,t2144,795.9562500000179,72.39043313229928
t2145,0,t2145,795.9562500000179,72.39043313229928
t2146,0,t2146,795.9562500000179,72.39043313229928
t2147,0,t2147,795.9562500000179,72.39043313229928
t2148,0,t2148,795.9562500000179,72.39043313229928
t2149,0,t2149,795.9562500000179,72.39043313229928
t2150,0,t2150,795.9562500000179,72.39043313229928
t2151,0,t2151,795.9562500000179,72.39043313229928
t2152,0,t2152,795.9562500000179,72.39043313229928
t2153,0,t2153,795.9562500000179,72.39043313229928
t2154,0,t2154,795.9562500000179,72.39043313229928
t2155,0,t2155,795.9562500000179,72.39043313229928
t2156,0,t2156,795.9562500000179,72.39043313229928
t2157,0,t2157,795.9562500000179,72.39043313229928
t2158,0,t2158,795.9562500000179,72.39043313229928
t2159,0,t2159,795.9562500000179,72.39043313229928
t2160,0,t2160,795.9562500000179,72.39043313229928
t2161,0,t2161,795.9562500000179,72.39043313229928
t2162,0,t2162,795.9562500000179,72.39043313229928
t2163,0,t2163,795.9562500000179,72.39043313229928
t2164,0,t2164,795.9562500000179,72.39043313229928
t2165,0,t2165,795.9562500000179,72.39043313229928
t2166,0,t2166,795.9562500000179,72.39043313229928
t2167,0,t2167,795.9562500000179,72.39043313229928
t2168,0,t2168,795.9562500000179,72.39043313229928
t2169,0,t2169,795.9562500000179,72.39043313229928
t2170,0,t2170,795.9562500000179,72.39043313229928
t2171,0,t2171,795.9562500000179,72.39043313229928
t2172,0,t2172,795.9562500000179,72.39043313229928
t2173,0,t2173,795.9562500000179,72.39043313229928
t2174,0,t2174,795.9562500000179,72.39043313229928
t2175,0,t2175,795.9562500000179,72.39043313229928
t2176,0,t2176,795.9562500000179,72.39043313229928
t2177,0,t2177,795.9562500000179,72.39043313229928
t2178,0,t2178,795.9562500000179,72.39043313229928
t2179,0,t2179,795.9562500000179,72.39043313229928
t2180,0,t2180,795.9562500000179,72.39043313229928
t2181,0,t2181,795.9562500000179,72.39043313229928
t2182,0,t2182,795.9562500000179,72.39043313229928
t2183,0,t2183,795.9562500000179,72.39043313229928
t2184,0,t2184,795.9562500000179,72.39043313229928
t2185,0,t2185,795.9562500000179,72.39043313229928
t2186,0,t2186,795.9562500000179,72.39043313229928
t2187,0,t2187,795.9562500000179,72.39043313229928
t2188,0,t2188,795.9562500000179,72.39043313229928
t2189,0,t2189,795.9562500000179,72.39043313229928
t2190,0,t2190,795.9562500000179,72.39043313229928
t2191,0,t2191,795.9562500000179,72.39043313229928
t2192,0,t2192,795.9562500000179,72.39043313229928
t2193,0,t2193,795.9562500000179,72.39043313229928
t2194,0,t2194,795.9562500000179,72.39043313229928
t2195,0,t2195,795.9562500000179,72.39043313229928
t2196,0,t2196,795.9562500000179,72.39043313229928
t2197,0,t2197,795.9562500000179,72.39043313229928
t2198,0,t2198,795.9562500000179,72.39043313229928
t2199,0,t2199,795.9562500000179,72.39043313229928
t2200,0,t2200,795.9562500000179,72.39043313229928
t2201,0,t2201,795.9562500000179,72.39043313229928
t2202,0,t2202,795.9562500000179,72.39043313229928
t2203,0,t2203,795.9562500000179,72.39043313229928
t2204,0,t2204,795.9562500000179,72.39043313229928
t2205,0,t2205,795.9562500000179,72.39043313229928
t2206,0,t2206,795.9562500000179,72.39043313229928
t2207,0,t2207,795.9562500000179,72.39043313229928
t2208,0,t2208,795.9562500000179,72.39043313229928
t2209,0,t2209,795.9562500000179,72.39043313229928
t2210,0,t2210,795.9562500000179,72.39043313229928
t2211,0,t2211,795.9562500000179,72.39043313229928
t2212,0,t2212,795.9562500000179,72.39043313229928
t2213,0,t2213,795.9562500000179,72.39043313229928
t2214,0,t2214,795.9562500000179,72.39043313229928
t2215,0,t2215,795.9562500000179,72.39043313229928
t2216,0,t2216,795.9562500000179,72.39043313229928
t2217,0,t2217,795.9562500000179,72.39043313229928
t2218,0,t2218,795.9562500000179,72.39043313229928
t2219,0,t2219,795.9562500000179,72.39043313229928
t2220,0,t2220,795.9562500000179,72.39043313229928
t2221,0,t2221,795.9562500000179,72.39043313229928
t2222,0,t2222,795.9562500000179,72.39043313229928
t2223,0,t2223,795.9562500000179,72.39043313229928
t2224,0,t2224,795.9562500000179,72.39043313229928
t2225,0,t2225,795.9562500000179,72.39043313229928
t2226,0,t2226,795.9562500000179,72.39043313229928
t2227,0,t2227,795.9562500000179,72.39043313229928
t2228,0,t2228,795.9562500000179,72.39043313229928
t2229,0,t2229,795.9562500000179,72.39043313229928
t2230,0,t2230,795.9562500000179,72.39043313229928
t2231,0,t2231,795.9562500000179,72.39043313229928
t2232,0,t2232,795.9562500000179,72.39043313229928
t2233,0,t2233,795.9562500000179,72.39043313229928
t2234,0,t2234,795.9562500000179,72.39043313229928
t2235,0,t2235,795.9562500000179,72.39043313229928
t2236,0,t2236,795.9562500000179,72.39043313229928
t2237,0,t2237,795.9562500000179,72.39043313229928
t2238,0,t2238,795.9562500000179,72.39043313229928
t2239,0,t2239,795.9562500000179,72.39043313229928
t2240,0,t2240,795.9562500000179,72.39043313229928
t2241,0,t2241,795.9562500000179,72.39043313229928
t2242,0,t2242,795.9562500000179,72.39043313229928
t2243,0,t2243,795.9562500000179,72.39043313229928
t2244,0,t2244,795.9562500000179,72.39043313229928
t2245,0,t2245,795.9562500000179,72.39043313229928
t2246,0,t2246,795.9562500000179,72.39043313229928
t2247,0,t2247,795.9562500000179,72.39043313229928
t2248,0,t2248,795.9562500000179,72.39043313229928
t2249,0,t2249,795.9562500000179,72.39043313229928
t2250,0,t2250,795.9562500000179,72.39043313229928
t2251,0,t2251,795.9562500000179,72.39043313229928
t2252,0,t2252,795.9562500000179,72.39043313229928
t2253,0,t2253,795.9562500000179,72.39043313229928
t2254,0,t2254,795.9562500000179,72.39043313229928
t2255,0,t2255,795.9562500000179,72.39043313229928
t2256,0,t2256,795.9562500000179,72.39043313229928
t2257,0,t2257,795.9562500000179,72.39043313229928
t2258,0,t2258,795.9562500000179,72.39043313229928
t2259,0,t2259,795.9562500000179,72.39043313229928
t2260,0,t2260,795.9562500000179,72.39043313229928
t2261,0,t2261,795.9562500000179,72.39043313229928
t2262,0,t2262,795.9562500000179,72.39043313229928
t2263,0,t2263,795.9562500000179,72.39043313229928
t2264,0,t2264,795.9562500000179,72.39043313229928
t2265,0,t2265,795.9562500000179,72.39043313229928
t2266,0,t2266,795.9562500000179,72.39043313229928
t2267,0,t2267,795.9562500000179,72.39043313229928
t2268,0,t2268,795.9562500000179,72.39043313229928
t2269,0,t2269,795.9562500000179,72.39043313229928
t2270,0,t2270,795.9562500000179,72.39043313229928
t2271,0,t2271,795.9562500000179,72.39043313229928
t2272,0,t2272,795.9562500000179,72.39043313229928
t2273,0,t2273,795.9562500000179,72.39043313229928
t2274,0,t2274,795.9562500000179,72.39043313229928
t2275,0,t2275,795.9562500000179,72.39043313229928
t2276,0,t2276,795.9562500000179,72.39043313229928
